2020-03-24 16:47:19,948: u'h'
2020-03-24 16:47:22,125: u'o'
2020-03-24 16:47:23,165: u'l'
2020-03-24 16:47:23,348: u'l'
2020-03-24 16:47:23,755: u'o'
2020-03-24 16:47:27,729: u'w'
2020-03-24 16:47:28,404: Key.space
2020-03-24 16:47:29,315: u'c'
2020-03-24 16:47:30,433: u'h'
2020-03-24 16:47:30,884: u'i'
2020-03-24 16:47:31,688: u'e'
2020-03-24 16:47:31,994: u'f'
2020-03-24 16:51:41,441: Key.backspace
2020-03-24 16:51:41,571: Key.backspace
2020-03-24 16:51:41,709: Key.backspace
2020-03-24 16:51:41,844: Key.backspace
2020-03-24 16:51:41,989: Key.backspace
2020-03-24 16:51:42,115: Key.backspace
2020-03-24 16:51:42,262: Key.backspace
2020-03-24 16:51:42,411: Key.backspace
2020-03-24 16:51:42,549: Key.backspace
2020-03-24 16:51:42,696: Key.backspace
2020-03-24 16:51:42,940: Key.backspace
2020-03-24 16:51:43,211: Key.backspace
2020-03-24 16:51:51,007: Key.ctrl_l
2020-03-24 16:51:51,460: u'\x13'
2020-03-24 22:18:52,552: u'h'
2020-03-24 22:18:53,131: u'h'
2020-03-24 22:18:53,605: u'h'
2020-03-24 22:19:15,338: Key.up
2020-03-24 22:19:16,191: Key.left
2020-03-24 22:19:16,713: Key.right
2020-03-24 22:19:17,319: Key.enter
2020-03-24 22:19:18,311: Key.up
2020-03-24 22:19:18,941: Key.left
2020-03-24 22:19:19,448: Key.left
2020-03-24 22:19:19,480: Key.left
2020-03-24 22:19:19,515: Key.left
2020-03-24 22:19:19,548: Key.left
2020-03-24 22:19:19,579: Key.left
2020-03-24 22:19:19,615: Key.left
2020-03-24 22:19:19,648: Key.left
2020-03-24 22:19:19,680: Key.left
2020-03-24 22:19:19,904: Key.left
2020-03-24 22:19:26,989: Key.left
2020-03-24 22:19:29,224: u'2'
2020-03-24 22:19:30,142: Key.enter
2020-03-24 22:19:35,904: u'p'
2020-03-24 22:19:36,783: u'y'
2020-03-24 22:19:37,025: u't'
2020-03-24 22:19:37,111: u'h'
2020-03-24 22:19:37,342: u'o'
2020-03-24 22:19:37,563: u'n'
2020-03-24 22:20:04,782: Key.ctrl_l
2020-03-24 22:20:05,013: Key.alt_l
2020-03-24 22:20:05,342: <77>
